410000015G04,A184 (E-Bound),twrdjdjg,A184,Outside Half Moon Hotel Public House,A184,E-Bound,E,Gateshead,,Gateshead
410000015562,Welbeck Road-Cowen Street (NE-Bound),twrdgtjp,Welbeck Road-Cowen Street,Opposite Job Centre,Welbeck Road,NE-Bound,NE,Walker,Newcastle upon Tyne,Walker
410000015563,Welbeck Road-Cowen Street (SW-Bound),twrdgtjt,Welbeck Road-Cowen Street,East Of Job Centre,Welbeck Road,SW-Bound,SW,Walker,Newcastle upon Tyne,Walker
410000015560,Welbeck Road-Finsbury Avenue (E-Bound),twrdgtjg,Welbeck Road-Finsbury Avenue,Outside Community Centre,Welbeck Road,E-Bound,E,Walker,Newcastle upon Tyne,Walker
410000015570,Welbeck Road-Fisher Street-E (E-Bound),twrdgtmt,Welbeck Road-Fisher Street-E,South West Of The Royal Hotel Public House,Welbeck Road,E-Bound,E,Low Walker,Newcastle upon Tyne,Walker
410000015555,Welbeck Road-Flodden Street (W-Bound),twrdgtgp,Welbeck Road-Flodden Street,Welbeck Primary School,Welbeck Road,W-Bound,W,Walker,Newcastle upon Tyne,Walker
410000015554,Welbeck Road-Gillies Street (E-Bound),twrdgtgm,Welbeck Road-Gillies Street,Opposite Welbeck Road Evangelical Church,Welbeck Road,E-Bound,E,Walker,Newcastle upon Tyne,Walker
410000015567,Welbeck Road-Lightbourne Road (SW-Bound),twrdgtmg,Welbeck Road-Lightbourne Road,Outside Lightbourne Road,Welbeck Road,SW-Bound,SW,Walker,Newcastle upon Tyne,Walker
410000015557,Welbeck Road-Monkchester Road (W-Bound),twrdgtgw,Welbeck Road-Monkchester Road,Opposite Post Office,Welbeck Road,W-Bound,W,Walker,Newcastle upon Tyne,Walker
410000015561,Welbeck Road-Scrogg Road (SW-Bound),twrdgtjm,Welbeck Road-Scrogg Road,Outside Library,Welbeck Road,SW-Bound,SW,Walker,Newcastle upon Tyne,Walker
410000015559,Welbeck Road-St Anthonys Road (W-Bound),twrdgtjd,Welbeck Road-St Anthonys Road,Outside Number 472 Welbeck Road,Welbeck Road,W-Bound,W,Walker,Newcastle upon Tyne,Walker
410000015566,Welbeck Road-Sunningdale Avenue (E-Bound),twrdgtmd,Welbeck Road-Sunningdale Avenue,Opposite Lightbourne Road,Welbeck Road,E-Bound,E,Walker,Newcastle upon Tyne,Walker
410000015571,Welbeck Road-Westerdale Place (W-Bound),twrdgtmw,Welbeck Road-Westerdale Place,Outside Walkergate Industrial Estate,Welbeck Road,W-Bound,W,Walker,Newcastle upon Tyne,Walker
410000008370,Welford Avenue (W-Bound),twrajmjw,Welford Avenue,Opposite Mary Agnes Street,Welford Avenue,W-Bound,W,Coxlodge,Newcastle upon Tyne,Coxlodge
410000008373,Welford Avenue (W-Bound),twrajmpg,Welford Avenue,Outside Mary Agnes Street,Welford Avenue,W-Bound,W,Coxlodge,Newcastle upon Tyne,Coxlodge
410000008371,Welford Avenue-Jubilee Road-E (N-Bound),twrajmpa,Welford Avenue-Jubilee Road-E,Jubilee Road Junction,Welford Avenue,N-Bound,N,Coxlodge,Newcastle upon Tyne,Coxlodge
410000008372,Welford Avenue-Jubilee Road-W (S-Bound),twrajmpd,Welford Avenue-Jubilee Road-W,50m South Of Jubille Road Junction,Welford Avenue,S-Bound,S,Coxlodge,Newcastle upon Tyne,Coxlodge
410000022709,Well Bank Road (N-Bound),twrdtatp,Well Bank Road,Outside No.14 Well Bank Road,Well Bank Road,N-Bound,N,Donwell,Washington,Donwell
410000022707,Wellbank Road (N-Bound),twrdtatj,Wellbank Road,Outside Wellbank School,Well Bank Road,N-Bound,N,Donwell,Washington,Donwell
410000022706,Wellbank Road (S-Bound),twrdtatg,Wellbank Road,Outside George Washington Primary School,Well Bank Road,S-Bound,S,Donwell,Washington,Donwell
410000014089,Wellington Road-Collingwood Terrace (E-Bound),twrawpam,Wellington Road-Collingwood Terrace,S/w Of Dunston Community Centre,Wellington Road,E-Bound,E,Dunston,Gateshead,Dunston
410000014082,Wellington Road-Dunston Road (W-Bound),twrawmwj,Wellington Road-Dunston Road,Opposite The New Collingwood Public House,Wellington Road,W-Bound,W,Dunston,Gateshead,Dunston
410000014086,Wellington Road-Lancaster Road (NE-Bound),twrawpad,Wellington Road-Lancaster Road,60m North East Of Newcastle Brewery,Wellington Road,NE-Bound,NE,Dunston,Gateshead,Dunston
410000014084,Wellington Road-Lancaster Road (SW-Bound),twrawmwp,Wellington Road-Lancaster Road,Outside Newcastle Brewery,Wellington Road,SW-Bound,SW,Dunston,Gateshead,Dunston
410000014143,Wellington Road-Nelson Street (E-Bound),twrawtat,Wellington Road-Nelson Street,West Of The New Collingwood Public House,Wellington Road,E-Bound,E,Dunston,Gateshead,Dunston
410000014087,Wellington Road-St Omers Road (E-Bound),twrawpag,Wellington Road-St Omers Road,Outside St Omers Industrial Estate,Wellingotn Road,E-Bound,E,Dunston,Gateshead,Dunston
410000014083,Wellington Road-St Omers Road (W-Bound),twrawmwm,Wellington Road-St Omers Road,Opposite St Omers Industrial Estate,Wellington Road,W-Bound,W,Dunston,Gateshead,Dunston
410000015G02,Wellington Street (SE-Bound),twrdjdjd,Wellington Street,Outside Newsagents,Wellington Street,SE-Bound,SE,Gateshead,,Gateshead
410000015G01,Wellington Street-N (E-Bound),twrdjdja,Wellington Street-N,Outside Club,Wellington Street,E-Bound,E,Gateshead,,Gateshead
410000024149,Wembley Road (E-Bound),twrdwatm,Wembley Road,Opposite Playing Fields And Southwick Cemetery,Wembley Road,E-Bound,E,Witherwack,,Witherwack
410000024147,Wembley Road (W-Bound),twrdwatg,Wembley Road,Outside Playing Field And Southwick Cemetery,Wembley Road,W-Bound,W,Witherwack,,Witherwack
410000017980,Wenlock Road-Binchester Street (NW-Bound),twrdmtwp,Wenlock Road-Binchester Street,Outside Wenlock Lodge,Wenlock Road,NW-Bound,NW,Simonside,South Shields,Simonside
410000017979,Wenlock Road-Blyton Avenue (NW-Bound),twrdmtwm,Wenlock Road-Blyton Avenue,Outside Blyton Avenue Entrance To Blyton School,Wenlock Road,NW-Bound,NW,Simonside,South Shields,Simonside
410000016900,Wenlock Road-Church (NW-Bound),twrdmamt,Wenlock Road-Church,Outside St Simons Church,Wenlock Road,NW-Bound,NW,Simonside,South Shields,Simonside
410000017181,Wenlock Road-Clive Street (SE-Bound),twrdmpwd,Wenlock Road-Clive Street,Outside The Iron Horse,Wenlock Road,SE-Bound,SE,Simonside,South Shields,Simonside
410000017187,Wenlock Road-Monkton Avenue (NW-Bound),twrdmtad,Wenlock Road-Monkton Avenue,Opposite The Iron Horse Public House,Wenlock Road,NW-Bound,NW,Simonside,South Shields,Simonside
410000028113,Wensleydale Avenue-Station Road (E-Bound),twrgdjmw,Wensleydale Avenue-Station Road,Opposite No.20 Wensleydale Avenue,Wensleydale Avenue,E-Bound,E,Barnwell,,Barnwell
410000028120,Wensleydale Avenue-Station Road (W-Bound),twrgdjpw,Wensleydale Avenue-Station Road,Outside No.14 Wensleydale Avenue,Wensleydale Avenue,W-Bound,W,Barnwell,,Barnwell
410000028114,Wensleydale Avenue-Wharfdale (E-Bound),twrgdjpa,Wensleydale Avenue-Wharfdale,100m West Of Community Centre,Wensleydale Avenue,E-Bound,E,Barnwell,,Barnwell
410000028119,Wensleydale Avenue-Wharfedale (W-Bound),twrgdjpt,Wensleydale Avenue-Wharfedale,Opposite Wharfedale Junction,Wensleydale Avenue,W-Bound,W,Barnwell,,Barnwell
410000003077,West Bailey - Angus Close (NE-Bound),twradmdj, West Bailey - Angus Close,Outside Walkway To Station Rd/nt Council Office,West Bailey,NE-Bound,NE,Killingworth,,Killingworth
410000003070,West Bailey - Angus Close (S-Bound),twradmam, West Bailey - Angus Close,Outside Entrance Angus Close,West Bailey,S-Bound,S,Killingworth,,Killingworth
410000003072,West Bailey - Garth 7 (E-Bound),twradmap,West Bailey - Garth 7,Outside Garth Seven,West Bailey,E-Bound,E,Killingworth,,Killingworth
410000003076,West Bailey - Garth 7 (W-Bound),twradmdg, West Bailey - Garth 7,Opposite Garth Seven,West Bailey,W-Bound,W,Killingworth,,Killingworth
410000003069,West Bailey-Garth 12 (W-Bound),twradmaj,West Bailey-Garth 12,Opposite Bailey Green School,West Bailey,W-Bound,W,Killingworth,,Killingworth
410000003925,West Bailey-Garth 15 (SE-Bound),twradpat,West Bailey-Garth 15,Opposite Junction With Citadel West,West Bailey,SE-Bound,SE,Killingworth,,Killingworth
410000003926,West Bailey-Garth 15 (W-Bound),twradpaw,West Bailey-Garth 15,Junction With Citadel West,West Bailey,W-Bound,W,Killingworth,,Killingworth
410000003073,West Bailey-Garth 4 (E-Bound),twradmat,West Bailey-Garth 4,Outside Garth Four,West Bailey,E-Bound,E,Killingworth,,Killingworth
410000003074,West Bailey-Garth 4 (W-Bound),twradmaw,West Bailey-Garth 4,Outside Wallington Court,West Bailey,W-Bound,W,Killingworth,,Killingworth
410000003078,West Bailey-School (E-Bound),twradmdm,West Bailey-School,Outside Bailey Green School,West Bailey,E-Bound,E,Killingworth,,Killingworth
410000003075,West Bailey-Turning Circle (W-Bound),twradmda,West Bailey-Turning Circle,Outside Turning Circle,West Bailey,W-Bound,W,Killingworth,,Killingworth
410000017025,West Boldon (E-Bound),twrdmdtw,West Boldon,Opposite Bank Top Garage,Addison Road,E-Bound,E,West Boldon,Boldon,West Boldon
410000000064,West Boldon Jmi School (N-Bound),twrgtpaw,West Boldon Jmi School,Outside West Boldon Junior School,Owen Drive,N-Bound,N,West Boldon,Boldon,West Boldon
410000000029,West Denton First School (W-Bound),twrgtmtw,West Denton First School,Outside West Denton First School,Hillhead Road,W-Bound,W,West Denton,Newcastle upon Tyne,West Denton
410000007177,West Denton Park (W-Bound),twragtpd,West Denton Park,Opposite Combe Drive Junction/roundabout,BURNHAM AVENUE,W-Bound,W,Lemington,Newcastle upon Tyne,Lemington
410000007145,West Denton Way - Shops (E-Bound),twragtat,West Denton Way - Shops,Outside West Denton Library,WEST DENTON WAY,E-Bound,E,West Denton,Newcastle upon Tyne,West Denton
410000007925,West Denton Way - Shops (S-Bound),twragwat,West Denton Way - Shops,70m West Of Denton Park Swimming Pool,West Denton Way Turning Circle,S-Bound,S,West Denton,Newcastle upon Tyne,West Denton
410000007139,West Denton Way - Shops (W-Bound),twragpwt,West Denton Way - Shops,,West Denton Way,W-Bound,W,West Denton,Newcastle upon Tyne,West Denton
410000008456,West Denton Way-Fenton Walk (S-Bound),twrajptp,West Denton Way-Fenton Walk,Outside West Denton Retail Park,West Denton Way,S-Bound,S,West Denton,Newcastle upon Tyne,West Denton
410000007189,West Denton Way-Fire Station (E-Bound),twragtwt,West Denton Way-Fire Station,Opposite West Denton Firestation,West Denton Way,E-Bound,E,West Denton,Newcastle upon Tyne,West Denton
410000007190,West Denton Way-Fire Station (W-Bound),twragwad,West Denton Way-Fire Station,Outside West Denton Fire Station,West Denton Way,W-Bound,W,West Denton,Newcastle upon Tyne,West Denton
410000008452,West Denton Way-Gofton Walk (NE-Bound),twrajptm,West Denton Way-Gofton Walk,Opposite West Denton Retail Park,West Denton Way,NE-Bound,NE,West Denton,Newcastle upon Tyne,West Denton
410000008451,West Denton Way-Northumbria Walk (E-Bound),twrajptj,West Denton Way-Northumbria Walk,Opposite Northumbria Walk Next To Subway,West Denton Way,E-Bound,E,West Denton,Newcastle upon Tyne,West Denton
410000007187,West Denton Way-Northumbria Walk (W-Bound),twragtwj,West Denton Way-Northumbria Walk,Outside Northumbria Walk,West Denton Way,W-Bound,W,West Denton,Newcastle upon Tyne,West Denton
410000007146,West Denton Way-Social Club (E-Bound),twragtaw,West Denton Way-Social Club,Outside West Denton Social Club,West Denton Way,E-Bound,E,West Denton,Newcastle upon Tyne,West Denton
410000007138,West Denton Way-Social Club (W-Bound),twragpwp,West Denton Way-Social Club,East Of Social Club / Opposite Side,West Denton Way,W-Bound,W,West Denton,Newcastle upon Tyne,West Denton
410000009398,West Farm Avenue - Blackfriars Way (E-Bound),twrapdat,West Farm Avenue - Blackfriars Way,Opposite Longbenton Shops,West Farm Avenue,E-Bound,E,Longbenton,Newcastle upon Tyne,Longbenton
410000009403,West Farm Avenue - Blackfriars Way (W-Bound),twrapdgm,West Farm Avenue - Blackfriars Way,Opposite Church Of St Mary Magdalene,West Farm Avenue,W-Bound,W,Longbenton,Newcastle upon Tyne,Longbenton
410000009510,West Farm Avenue (S-Bound),twrapgjp,West Farm Avenue,60m South Of St Mary Magdalene's Church,West Farm Avenue,S-Bound,S,Longbenton,Newcastle upon Tyne,Longbenton
410000009384,West Farm Avenue-Chesters Avenue (W-Bound),twrapawp,West Farm Avenue-Chesters Avenue,West Of Doctors Surgery,West Farm Avenue,W-Bound,W,Longbenton,Newcastle upon Tyne,Longbenton
410000009397,West Farm Avenue-Monks Park Way (E-Bound),twrapdap,West Farm Avenue-Monks Park Way,Outside Monks Park Way Junction,West Farm Avenue,E-Bound,E,Longbenton,Newcastle upon Tyne,Longbenton
410000009404,West Farm Avenue-Monks Park Way (W-Bound),twrapdgp,West Farm Avenue-Monks Park Way,Opposite Monks Park Way Entrance,West Farm Avenue,W-Bound,W,Longbenton,Newcastle upon Tyne,Longbenton
410000009370,West Farm Avenue-Salters Lane (E-Bound),twrapatd,West Farm Avenue-Salters Lane,Opposite The Viking Public House,West Farm Avenue,E-Bound,E,Longbenton,Newcastle upon Tyne,Longbenton
410000009388,West Farm Avenue-Salters Lane (W-Bound),twrapawt,West Farm Avenue-Salters Lane,West Of The Viking Public House,West Farm Avenue,W-Bound,W,Longbenton,Newcastle upon Tyne,Longbenton
410000009374,West Farm Avenue-Stoneleigh Avenue (E-Bound),twrapatm,West Farm Avenue-Stoneleigh Avenue,East End Of Stoneleigh Avenue Junction,West Farm Avenue,E-Bound,E,Longbenton,Newcastle upon Tyne,Longbenton
41000009MS05,West Jesmond Metro (N-Bound),twrapmdp,West Jesmond Metro,Brentwood Avenue,Brentwood Avenue,N-Bound,N,West Jesmond,Newcastle upon Tyne,West Jesmond
4100009MS05A,West Jesmond Metro (S-Bound),twrapmdt,West Jesmond Metro,The Lonsdale Public House,West Jesmond Metro Station,S-Bound,S,West Jesmond,Newcastle upon Tyne,West Jesmond
410000061235,West Jesmond Primary School (S-Bound),twrjagdw,West Jesmond Primary School,Outside School,Tankerville Terrace,S-Bound,S,West Jesmond,Newcastle upon Tyne,West Jesmond
410000013205,West Lane-Brinkburn Crescent (NE-Bound),twrawdwg,West Lane-Brinkburn Crescent,Outside West Lane Playing Field,West Lane,NE-Bound,NE,Winlaton,Gateshead,Winlaton
410000013206,West Lane-Scotland Head (NE-Bound),twrawdwj,West Lane-Scotland Head,Outside New West End Social Club,West Lane,NE-Bound,NE,Winlaton,Gateshead,Winlaton
410000025314,West Lawrence Street (E-Bound),twrgapwd,West Lawrence Street,At Junction Of Hendon Way,West Lawrence Street,E-Bound,E,East End,Sunderland,East End
410000025313,West Lawrence Street (W-Bound),twrgapwa,West Lawrence Street,Outside Jf Wilson Shopfitters Factory,West Lawrence Street,W-Bound,W,East End,Sunderland,East End
41000004MS02,West Monkseaton Metro (NE-Bound),twragawg,West Monkseaton Metro,Opposite Fairfield Drive,Norham Road,NE-Bound,NE,West Monkseaton,Whitley Bay,West Monkseaton
4100004MS02A,West Monkseaton Metro (SW-Bound),twragawj,West Monkseaton Metro,Opposite Fairfield Drive,Norham Road,SW-Bound,SW,West Monkseaton,Whitley Bay,West Monkseaton
410000024536,West Moor Road-Fordham Road (NW-Bound),twrgadag,West Moor Road-Fordham Road,90m West Of Falmouth Road,West Moor Road,NW-Bound,NW,Ford,,Ford
410000024537,West Moor Road-St Lukes Road (NW-Bound),twrgadaj,West Moor Road-St Lukes Road,40m S/e Of St Lukes Road,West Moor Road,NW-Bound,NW,Ford,,Ford
410000024538,West Moor Road-St Lukes Road (SE-Bound),twrgadam,West Moor Road-St Lukes Road,40m S/e Of St Lukes Road,West Moor Road,SE-Bound,SE,Ford,,Ford
410000041N17,West Percy Street (G),twrgmamd,West Percy Street,15m West Of Nile Street,West Percy Street,G,W,North Shields,,North Shields
410000041N01,West Percy Street (H),twrgmadw,West Percy Street,20m West Of Bedford Street,West Percy Street,H,W,North Shields,,North Shields
410000008045,West Road (NW-Bound),twrgwjmw,West Road,West Of Broadwood Road And Footbridge,West Road,NW-Bound,NW,Denton Burn,Newcastle upon Tyne,Denton Burn
410000008044,West Road (SE-Bound),twragwpd,West Road,Opposite Library,West Road,SE-Bound,SE,Denton Burn,Newcastle upon Tyne,Denton Burn
410000008043,West Road- Denton Burn Hotel (SE-Bound),twragwpa,West Road- Denton Burn Hotel,Outside Denton Burn Hotel,West Road,SE-Bound,SE,Denton Burn,Newcastle upon Tyne,Denton Burn
410000007001,West Road-A1 (NW-Bound),twragjtw,West Road-A1,96m East Of A1 Western By- Pass,West Road,NW-Bound,NW,Denton Burn,Newcastle upon Tyne,Denton Burn
410000007026,West Road-A1 (SE-Bound),twragmgm,West Road-A1,Outside Denton Burn Hotel,West Road,SE-Bound,SE,Denton Burn,Newcastle upon Tyne,Denton Burn
410000007004,West Road-Avalon Drive (NW-Bound),twragjwg,West Road-Avalon Drive,Outside St Vincents Home,A69,NW-Bound,NW,Denton Burn,Newcastle upon Tyne,Denton Burn
410000008046,West Road-Brignall Gardens (NW-Bound),twragwpg,West Road-Brignall Gardens,West Of Cricket Ground,West Road,NW-Bound,NW,Denton Burn,Newcastle upon Tyne,Denton Burn
410000014518,West Road-College (E-Bound),twrdadwm,West Road-College,Outside Westgate Community College,West Road,E-Bound,E,Fenham,Newcastle upon Tyne,Fenham
410000014519,West Road-College (W-Bound),twrdadwp,West Road-College,Opposite Westgate Community College,West Road,W-Bound,W,Fenham,Newcastle upon Tyne,Fenham
410000014517,West Road-Colston Street (W-Bound),twrdadwj,West Road-Colston Street,Opposite Hindu Temple,West Road,W-Bound,W,Fenham,Newcastle upon Tyne,Fenham
410000014515,West Road-Ellesmere Road (W-Bound),twrdadwd,West Road-Ellesmere Road,Outside Post Office,West Road,W-Bound,W,Fenham,Newcastle upon Tyne,Fenham
410000008040,West Road-Fox And Hounds (SE-Bound),twragwmt,West Road-Fox And Hounds,Outside The Fox And Hounds Public House,A186,SE-Bound,SE,Fenham,Newcastle upon Tyne,Fenham
410000014522,West Road-Fox And Hounds (W-Bound),twrdagag,West Road-Fox And Hounds,Opposite The Fox And Hounds Public House,WESTACRES CRESCENT,W-Bound,W,Fenham,Newcastle upon Tyne,Fenham
410000014520,West Road-Roman Fort (E-Bound),twrdadwt,West Road-Roman Fort,Outside T.v. Transmitting Station Mast,West Road,E-Bound,E,Fenham,Newcastle upon Tyne,Fenham
410000014516,West Road-Shipley Avenue (E-Bound),twrdadwg,West Road-Shipley Avenue,East Of Hindu Temple,West Road,E-Bound,E,Fenham,Newcastle upon Tyne,Fenham
410000007025,West Road-South View (SE-Bound),twragmgj,West Road-South View,Outside South View Next To Footbridge,A69,SE-Bound,SE,Denton Burn,Newcastle upon Tyne,Denton Burn
410000014512,West Road-The Plaza (E-Bound),twrdadtw,West Road-The Plaza,Opposite The Church Of The Venerable Bede,West Road,E-Bound,E,Fenham,Newcastle upon Tyne,Fenham
410000014513,West Road-The Plaza (W-Bound),twrdadwa,West Road-The Plaza,West Of The Church Of The Venerable Bede,West Road,W-Bound,W,Fenham,Newcastle upon Tyne,Fenham
410000007003,West Road-The Ramparts (NW-Bound),twragjwd,West Road-The Ramparts,65m West Of Hadrian 's Wall Remains,West Road,NW-Bound,NW,Denton Burn,Newcastle upon Tyne,Denton Burn
410000007002,West Road-The Ramparts-E (NW-Bound),twragjwa,West Road-The Ramparts-E,Outside Haidrian Wall Remains,West Road,NW-Bound,NW,Denton Burn,Newcastle upon Tyne,Denton Burn
410000014521,West Road-Tillmouth Gardens (W-Bound),twrdagad,West Road-Tillmouth Gardens,Outside Pendower Hall Teachers Centre,West Road,W-Bound,W,Fenham,Newcastle upon Tyne,Fenham
410000009833,West Street - Cheshire Gardens (N-Bound),twrjatwt,West Street - Cheshire Gardens,,West Street,N-Bound,N,Wallsend,,Wallsend
410000009826,West Street - Cheshire Gardens (SE-Bound),twrjawad,West Street - Cheshire Gardens,,West Street,SE-Bound,SE,Wallsend,,Wallsend
410000009829,West Street - Chesterwood Drive (N-Bound),twrjawap,West Street - Chesterwood Drive,,West Street,N-Bound,N,Wallsend,,Wallsend
410000009830,West Street - Chesterwood Drive (SE-Bound),twrjawam,West Street - Chesterwood Drive,,West Street,SE-Bound,SE,Wallsend,,Wallsend
410000009827,West Street - Dorset Avenue (N-Bound),twrjawag,West Street - Dorset Avenue,,West Street,N-Bound,N,Wallsend,,Wallsend
